English,Portuguese
Mary is really a diligent girl .,Maria é realmente uma menina diligente.
What do you mean ?,O que queres dizer?
She learns to speak Latin by osmosis within three months .,Ela aprende a falar latim por osmose dentro de três meses.
She is really something .,Ela é realmente alguma coisa.
"Hello , this is David .","Olá, aqui é o David."
"Hi David , this is Marge . Can you meet me after work for a few minutes ?","Olá David, aqui é Marge. Podes encontrar-te comigo depois do trabalho por uns minutos?"
Sure ! How about the coffee shop right across the street from my office ?,Claro que sim! E a cafeteria do outro lado da rua do meu escritório?
That will work .,Isso vai funcionar.
Does five thirty work for you ?,Cinco e trinta trabalham para ti?
That will be fine . What I have to show you will only take a few minutes of your time .,Vai ficar tudo bem. O que eu tenho que mostrar-lhe só vai levar alguns minutos do seu tempo.
Is it the plans for my new house ?,São os planos para a minha nova casa?
Yes . I just need to double check a few details with you .,Sim. Só preciso de verificar alguns detalhes contigo.
"I feel like going for a drink , it's been a long day .","Tenho vontade de ir tomar uma bebida, foi um longo dia."
"Great idea ! Peter , I could use the drink .","Ótima ideia! Peter, preciso da bebida."
How about the new bar across road ?,Que tal o novo bar do outro lado da estrada?
Sounds good . The food there is fantastic too .,Parece-me bem. A comida lá é fantástica também.
"I agree , I had lunch there last week .","Concordo, almocei lá na semana passada."
Excellent ! That sounds like a plan .,Óptimo! Parece um plano.
I have an idea for Christmas this year .,Tenho uma ideia para o Natal este ano.
What is it ?,O que é isso?
Let's not exchange any gifts at all .,Não vamos trocar nenhum presente.
You big scrooge !,Seu grandalhão!
Hear me out . We can pool the money and give it to a family who could really use it !,Ouçam-me. Podemos juntar o dinheiro e dá-lo a uma família que poderia realmente usá-lo!
But you may have some trouble convincing the kids .,Mas podes ter algum problema em convencer os miúdos.
"Actual 1y , it was their idea first .","Real 1y, foi a ideia deles primeiro."
Now we know that they realize the real meaning of Christmas .,Agora sabemos que eles percebem o verdadeiro significado do Natal.
Do you know anything about Dr . Miller's classes ?,Sabe alguma coisa sobre o Dr. As aulas do Miller?
Yes . Are you in his class ?,Sim. Está na turma dele?
I'm thinking of taking his class next semester .,Estou a pensar em ir à aula dele no próximo semestre.
"He really knew his stuff , but he graded hard . Would that be OK ?","Ele realmente sabia as suas coisas, mas ele classificou muito. Está tudo bem?"
"Yes , I really need someone who is really good .","Sim, eu realmente preciso de alguém que é realmente bom."
I didn't find it overwhelming to earn a good grade if you work at it . Can you do that ?,Não achei esmagador ganhar uma boa nota se trabalhas nisso. Consegues fazer isso?
"Maybe , but I'm not sure .","Talvez, mas não tenho a certeza."
"Man , this guy was so funny when he was teaching . I like that , don't you ?","Meu, este tipo era tão engraçado quando estava a ensinar. Gosto disso, não gostas?"
"No , that stuff isn't important to me .","Não, isso não é importante para mim."
Did you know that he is a fairly new teacher and very current in his field ?,Sabia que ele é um professor bastante novo e muito atual no seu campo?
I don't care about any of that .,Não quero saber de nada disso.
We all are looking for different things in an instructor . I hope I've helped you .,Todos nós estamos à procura de coisas diferentes em um instrutor. Espero ter-te ajudado.
"Hey , Ben ... did you catch the game last night ?",Has prins il game anoche?
Uh ... what game ?,Que joc?
Baltimore defeated Texas by 17 points !,Baltimore derrotou o Texas por 17 pontos!
Um ... and what sport are we talking about here ?,e de què sport parliamo?
Football of course !,"Futebol, claro!"
Oh ... football . Football is cool . I usually try to catch the World Cup finals .,Football. O futebol é fixe. Eu costumo tentar pegar as finais da Copa do Mundo.
"No , I'm talking about American football . The World Cup is soccer .","Não, estou a falar de futebol americano. A Copa do Mundo é futebol."
"Oh , I understand . I can't say I'm a big fan . I'm from China , and football doesn't have a really big following over there .","Oh, eu compreendo. Não posso dizer que sou um grande fã. Eu sou da China, e o futebol não tem um grande seguidor ali."
So Chinese people prefer soccer or basketball ?,Então os chineses preferem futebol ou basquetebol?
"Yes , I think so . But to be perfectly honest , I'm not really a sports nut . When I was in high school I played on the school volleyball team . Are you a diehard football fan ?","Sim, acho que sim. Mas para ser perfeitamente honesto, eu não sou realmente um louco de esportes. Quando estava no liceu, joguei na equipa de voleibol da escola. És um fã de futebol duro?"
"Oh , certainly . I wouldn't miss a game for the world . My girlfriend says I have an addiction . And actually , if I had to choose between her and my games ... I'd probably pick football .","Oh, certamente. Eu não perderia um jogo para o mundo. A minha namorada diz que tenho um vício. Probabilmente escogirei football."
It seems Americans are very passionate about sports . Is this just a part of your culture ?,Parece que os americanos são muito apaixonados por esportes. Isto faz apenas parte da sua cultura?
"Oh , yeah ! I think the love of sports starts when kids are very young . Americans come from many different backgrounds so I guess sports are something we can all enjoy together .","Sim! Eu acho que o amor por esportes começa quando as crianças são muito jovens. Os americanos vêm de muitos fundos diferentes, então eu acho que os esportes são algo que todos nós podemos desfrutar juntos."
"Julia , what's the weather forecast for tomorrow ?","Julia, qual é a previsão do tempo para amanhã?"
It says a storm may come tomorrow .,Diz que uma tempestade pode vir amanhã.
Oh ! I hate rainy days !,Meu Deus! Odeio os dias chuvosos!
"Me , too . I'm always in low spirits when it rains . Are you going out tomorrow ?",Eu também. Estou sempre de mau humor quando chove. Vais sair amanhã?
Yes . I have to drive to Washington D . C .,Sim. Tenho de ir para Washington D. C...
What bad luck !,Que azar!
Yeah ! But you know sometimes the weather forecast is not correct . Maybe tomorrow is a clear day . Who knows ?,Sim! Mas você sabe que às vezes a previsão do tempo não está correta. Talvez amanhã seja um dia claro. Quem sabe?
"Yeah , maybe you are right !","Sim, talvez tenhas razão!"
Where would you like to have your dinner ?,Onde gostarias de jantar?
I don't care as long as it's a Chinese restaurant .,Não me interessa desde que seja um restaurante chinês.
You don't like Western food ?,Não gostas de comida ocidental?
I really find Chinese dishes more to my taste .,Eu realmente acho pratos chineses mais ao meu gosto.
"Thanks for offering to give me a lift . I'm looking forward to this party , but I didn't want to go alone .","Obrigado por me ofereceres uma carona. Estou ansioso para esta festa, mas não queria ir sozinho."
"Don't mention it . It's my pleasure . Have you been to one of these large , sit-down dinner parties since you got to New Haven ?",Não há de quê. O prazer é meu. Já foste a uma dessas grandes festas de jantares desde que chegaste a New Haven?
"No , this is my first . Last week I went to a cookout 5 for new professors at Dean Barksdale's home . I took a taxi because I didn't want to be late . But I was the first one there .","Não, esta é a minha primeira. Na semana passada fui a uma cozinha 5 para novos professores na casa do Dean Barksdale. Apanhei um táxi porque não queria atrasar-me. Mas eu fui o primeiro lá."
I'll bet you were a little embarrassed .,Aposto que estavas um pouco envergonhado.
"You're right . The invitation said two to seven . I was there at two o'clock , but most people didn't arrive until three or four . They didn't start cooking until five o ' clock .","Tens razão. O convite dizia de dois a sete. Eu estava lá às duas horas, mas a maioria das pessoas não chegou até três ou quatro. Eles só começaram a cozinhar às cinco horas."
Cookouts often start slowly . A two o'clock start means you arrive any time after two .,Os cozimentos geralmente começam devagar. Um início às duas horas significa que você chega a qualquer momento depois das duas.
Thanks for telling me this .,Obrigado por me contares isto.
"I was late getting back from the mall , but I'm hurrying .","Cheguei tarde a voltar do shopping, mas estou a apressar-me."
"Why are you in such a hurry ? They said , Dinner at eight , and it's only seven-fifteen . I don't want to be the first one there again .","Porque tens tanta pressa? Eles disseram, Jantar às oito, e são apenas sete e quinhentos. Eu não quero ser o primeiro lá novamente."
